time,cost (€/MWh)
2023-07-16 07:30:00+02:00,0.000181932
2023-07-16 07:45:00+02:00,0.000181932
2023-07-16 08:00:00+02:00,0.000180692
2023-07-16 08:15:00+02:00,0.000180692
2023-07-16 08:30:00+02:00,0.000180692
2023-07-16 08:45:00+02:00,0.000180692
2023-07-16 09:00:00+02:00,0.000170884
2023-07-16 09:15:00+02:00,0.000170884
2023-07-16 09:30:00+02:00,0.000170884
2023-07-16 09:45:00+02:00,0.000170884
2023-07-16 10:00:00+02:00,0.000159084
2023-07-16 10:15:00+02:00,0.000159084
2023-07-16 10:30:00+02:00,0.000159084
2023-07-16 10:45:00+02:00,0.000159084
2023-07-16 11:00:00+02:00,0.000152245
2023-07-16 11:15:00+02:00,0.000152245
2023-07-16 11:30:00+02:00,0.000152245
2023-07-16 11:45:00+02:00,0.000152245
2023-07-16 12:00:00+02:00,0.000135222
2023-07-16 12:15:00+02:00,0.000135222
2023-07-16 12:30:00+02:00,0.000135222
2023-07-16 12:45:00+02:00,0.000135222
2023-07-16 13:00:00+02:00,0.000120566
2023-07-16 13:15:00+02:00,0.000120566
2023-07-16 13:30:00+02:00,0.000120566
2023-07-16 13:45:00+02:00,0.000120566
2023-07-16 14:00:00+02:00,0.000108102
2023-07-16 14:15:00+02:00,0.000108102
2023-07-16 14:30:00+02:00,0.000108102
2023-07-16 14:45:00+02:00,0.000108102
2023-07-16 15:00:00+02:00,0.000122795
2023-07-16 15:15:00+02:00,0.000122795
2023-07-16 15:30:00+02:00,0.000122795
2023-07-16 15:45:00+02:00,0.000122795
2023-07-16 16:00:00+02:00,0.000150028
2023-07-16 16:15:00+02:00,0.000150028
2023-07-16 16:30:00+02:00,0.000150028
2023-07-16 16:45:00+02:00,0.000150028
2023-07-16 17:00:00+02:00,0.000177034
2023-07-16 17:15:00+02:00,0.000177034
2023-07-16 17:30:00+02:00,0.000177034
2023-07-16 17:45:00+02:00,0.000177034
2023-07-16 18:00:00+02:00,0.000221653
2023-07-16 18:15:00+02:00,0.000221653
2023-07-16 18:30:00+02:00,0.000221653
2023-07-16 18:45:00+02:00,0.000221653
2023-07-16 19:00:00+02:00,0.000299191
2023-07-16 19:15:00+02:00,0.000299191
2023-07-16 19:30:00+02:00,0.000299191
2023-07-16 19:45:00+02:00,0.000299191
2023-07-16 20:00:00+02:00,0.000309525
2023-07-16 20:15:00+02:00,0.000309525
2023-07-16 20:30:00+02:00,0.000309525
2023-07-16 20:45:00+02:00,0.000309525
2023-07-16 21:00:00+02:00,0.00032011
2023-07-16 21:15:00+02:00,0.00032011
2023-07-16 21:30:00+02:00,0.00032011
2023-07-16 21:45:00+02:00,0.00032011
2023-07-16 22:00:00+02:00,0.000326586
2023-07-16 22:15:00+02:00,0.000326586
2023-07-16 22:30:00+02:00,0.000326586
2023-07-16 22:45:00+02:00,0.000326586
2023-07-16 23:00:00+02:00,0.0003211
2023-07-16 23:15:00+02:00,0.0003211
2023-07-16 23:30:00+02:00,0.0003211
2023-07-16 23:45:00+02:00,0.0003211
2023-07-17 00:00:00+02:00,0.000320173
